Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Screen_Time_Hours_Per_Day,GPA,Extracurricular_Hours_Per_Day,Anxiety_Norm,Social_Support_Deficit,Career_Concern_Norm,Mood_Norm,Stress_Level
12167,4.56,8.94,1.26,1.97,2.87,9.02,1.43,0.0,0.391,0.138,0.112,Low
12168,3.06,10.71,6.34,0.12,5.26,9.43,1.57,0.146,0.038,0.198,0.0,Low
12169,6.62,8.63,0.36,0.52,3.22,8.56,0.35,0.06,0.666,0.441,0.514,Moderate
12170,5.98,8.75,4.46,0.42,3.33,10.0,0.21,0.329,0.456,0.408,0.447,Moderate
12171,1.98,8.19,2.6,0.43,6.65,9.8,0.64,0.751,0.628,0.528,0.906,High
12172,7.04,7.49,2.95,0.38,3.84,10.0,1.8,0.0,0.112,0.113,0.0,Low
12173,8.77,7.17,3.77,0.42,2.71,9.95,1.19,0.452,0.263,0.458,0.501,Moderate
12174,5.35,9.14,4.7,0.21,4.26,10.0,1.05,0.093,0.231,0.764,0.754,Moderate
12175,5.44,7.35,1.56,0.25,2.61,8.96,1.32,0.709,0.11,0.429,0.428,Moderate
12176,7.72,7.18,0.0,1.86,5.19,10.0,0.13,0.66,0.845,0.637,0.469,High
12177,5.19,9.79,1.42,0.19,4.61,9.47,0.09,0.072,0.521,0.151,0.285,Moderate
12178,4.76,8.38,1.09,2.11,3.54,10.0,1.45,0.223,0.639,0.215,0.0,Low
12179,7.39,5.15,2.95,0.22,4.34,6.21,0.39,1.0,0.432,1.0,1.0,High
12180,6.31,6.65,0.0,2.67,4.12,10.0,0.26,0.207,0.539,0.322,0.34,Moderate
12181,6.3,7.12,2.19,0.25,5.62,10.0,0.1,0.387,0.28,0.267,0.545,Moderate
12182,3.2,7.86,0.93,1.64,3.27,8.43,0.12,0.004,0.878,0.06,0.006,Low
12183,4.3,8.75,4.07,0.18,4.77,9.51,0.15,0.285,0.065,0.329,0.257,Moderate
12184,3.26,10.0,1.6,0.13,0.5,9.29,0.81,0.087,0.426,0.028,0.032,Moderate
12185,3.64,10.05,8.0,1.72,2.62,10.0,0.02,0.044,0.243,0.0,0.0,Low
12186,5.23,9.56,2.44,1.3,2.7,8.82,0.05,0.061,0.529,0.357,0.032,Low
12187,11.25,5.47,0.0,0.67,2.28,4.62,0.25,0.99,0.631,0.847,1.0,High
12188,8.4,6.84,0.65,0.04,4.95,10.0,0.88,0.393,0.462,0.415,0.802,Moderate
12189,9.82,6.47,1.83,0.07,3.79,4.13,0.16,1.0,0.859,0.967,1.0,High
12190,8.25,10.05,0.41,0.11,0.5,10.0,0.13,0.556,0.564,0.494,0.405,Moderate
12191,3.82,9.07,1.89,1.42,1.51,10.0,0.09,0.842,0.486,0.629,0.374,Moderate
12192,6.82,7.48,4.92,3.3,3.61,10.0,0.73,0.099,0.192,0.0,0.267,Moderate
12193,8.63,6.08,0.54,1.06,5.05,4.25,0.61,0.784,0.652,0.535,0.541,Moderate
12194,4.47,9.65,1.24,0.01,3.07,9.97,0.46,0.0,0.723,0.552,0.312,Moderate
12195,6.59,6.45,0.92,0.52,5.71,4.64,0.25,0.784,0.626,0.984,1.0,High
12196,8.07,7.44,1.96,1.12,4.01,10.0,2.7,0.005,0.24,0.367,0.0,Low
12197,8.0,7.13,4.9,0.64,2.82,10.0,0.03,0.564,0.147,0.705,0.471,Moderate
12198,8.87,6.56,3.46,2.78,1.27,10.0,3.83,0.774,0.208,0.373,0.827,High
12199,2.67,10.98,1.16,0.94,4.07,10.0,1.34,0.0,0.296,0.033,0.0,Low
12200,7.83,7.81,2.39,1.39,2.59,9.66,0.21,0.246,0.197,0.553,0.339,Moderate
12201,3.62,9.77,0.85,0.0,2.72,7.99,0.25,0.456,1.0,0.318,0.663,High
12202,3.82,7.49,3.09,0.04,4.86,10.0,0.44,0.568,0.357,0.589,0.721,Moderate
12203,4.53,9.45,0.18,0.7,4.36,9.91,1.48,0.0,0.433,0.374,0.131,Low
12204,5.61,9.43,5.42,3.12,3.43,9.58,3.21,0.441,0.317,0.374,0.439,Moderate
12205,5.75,8.25,3.02,0.46,1.51,9.87,0.43,0.264,0.637,0.218,0.0,Low
12206,6.75,7.18,1.11,1.1,2.4,10.0,0.23,0.642,0.579,0.328,0.728,High
12207,4.4,7.63,1.11,0.31,2.89,10.0,2.05,0.091,0.362,0.284,0.0,Low
12208,8.2,7.13,0.0,1.92,5.41,9.12,0.4,0.938,0.556,0.569,0.847,High
12209,9.78,6.36,0.41,0.09,3.69,6.57,0.65,0.749,0.467,0.437,0.982,High
12210,9.44,6.08,0.0,0.51,4.58,4.71,0.02,1.0,0.935,0.983,1.0,High
12211,4.36,8.93,0.26,2.31,4.5,9.85,0.01,0.335,0.741,0.421,0.35,Moderate
12212,9.23,6.95,1.07,0.13,3.77,10.0,1.94,0.783,0.741,0.667,0.873,High
12213,4.43,8.05,1.55,0.5,4.52,6.84,0.41,0.357,0.39,0.658,0.702,Moderate
12214,5.29,7.76,0.71,0.11,4.48,10.0,0.24,0.659,0.773,0.295,0.769,Moderate
12215,4.41,6.72,2.06,0.13,2.87,10.0,3.74,0.489,0.352,0.242,0.453,Moderate
12216,8.65,6.78,6.43,0.1,4.99,10.0,0.26,1.0,0.092,0.662,1.0,High
12217,8.1,5.89,2.18,0.47,7.99,3.66,0.45,1.0,0.51,0.703,1.0,High
12218,8.28,6.68,3.44,0.52,1.76,8.9,0.53,0.491,0.524,0.69,0.88,High
12219,6.02,8.16,2.32,0.64,3.35,9.43,2.45,0.353,0.376,0.314,0.216,Low
12220,2.54,7.23,1.33,0.52,3.38,8.52,0.43,0.253,0.677,0.194,0.342,Moderate
12221,4.68,8.04,0.14,2.3,6.89,10.0,0.53,0.0,0.41,0.044,0.019,Low
12222,3.49,9.09,4.25,1.32,4.2,8.09,2.19,0.431,0.516,0.575,0.175,Moderate
12223,7.47,5.81,0.47,0.01,0.5,7.64,0.59,1.0,0.853,0.603,1.0,High
12224,3.66,8.06,1.25,2.04,4.51,10.0,1.59,0.0,0.439,0.0,0.0,Low
12225,5.7,6.62,8.0,0.02,2.99,9.43,0.47,0.115,0.0,0.345,0.0,Moderate
12226,8.66,7.79,3.99,0.33,3.86,8.53,1.39,0.619,0.113,0.401,0.477,Moderate
12227,8.4,6.37,0.0,3.06,4.37,5.84,1.18,0.626,0.623,0.707,0.938,High
12228,4.39,7.73,1.75,3.67,4.5,10.0,0.12,0.608,0.472,0.37,0.317,Moderate
12229,5.04,9.03,1.4,1.2,3.84,10.0,0.21,0.039,0.553,0.037,0.435,Moderate
12230,6.09,7.55,0.16,3.21,6.03,10.0,0.09,0.0,0.202,0.072,0.0,Low
12231,3.63,10.48,4.8,0.35,3.24,8.19,0.3,0.432,0.615,0.149,0.733,High
12232,3.61,9.21,2.5,0.37,4.07,9.49,2.07,0.0,0.202,0.083,0.0,Low
12233,6.28,8.19,3.6,0.59,4.03,10.0,0.15,0.518,0.518,0.251,0.358,Moderate
12234,6.93,8.0,0.78,1.38,1.44,10.0,2.08,0.242,0.596,0.41,0.087,Moderate
12235,4.37,9.7,5.96,0.41,1.85,10.0,0.0,0.236,0.0,0.262,0.203,Moderate
12236,5.2,5.01,0.57,0.34,5.88,2.95,2.5,1.0,0.708,0.845,1.0,High
12237,7.0,8.17,1.24,2.41,5.38,10.0,0.14,0.593,0.604,0.446,0.071,Moderate
12238,11.79,4.98,2.26,0.5,2.1,3.14,0.39,1.0,0.803,0.89,1.0,High
12239,5.13,6.95,2.54,0.27,5.48,10.0,0.01,0.078,0.548,0.164,0.044,Moderate
12240,5.63,7.82,1.99,0.82,2.11,10.0,0.34,0.658,0.342,0.409,0.725,Moderate
12241,4.7,8.2,0.37,0.44,6.38,10.0,0.29,0.426,0.6,0.293,0.425,Moderate
12242,7.97,5.39,2.97,0.21,3.24,5.64,0.35,0.626,0.651,0.429,1.0,High
12243,5.02,6.98,2.14,0.27,4.54,9.02,0.07,0.049,0.487,0.196,0.129,Low
12244,6.56,6.22,0.83,1.3,2.72,4.46,0.68,0.181,0.255,0.394,0.05,Moderate
12245,3.37,7.9,6.27,0.52,5.14,9.66,0.06,0.0,0.474,0.023,0.0,Low
12246,1.72,9.83,5.05,1.55,3.38,8.05,0.41,0.12,0.29,0.3,0.404,Moderate
12247,5.39,7.66,1.23,2.31,2.78,8.14,0.05,0.411,0.466,0.523,0.077,Moderate
12248,1.87,9.56,1.35,0.08,3.39,10.0,0.27,0.265,0.393,0.465,0.331,Moderate
12249,2.14,8.38,0.73,0.98,3.43,8.05,0.69,0.32,0.245,0.086,0.012,Low
12250,2.05,10.57,5.26,0.76,2.2,10.0,0.88,0.092,0.042,0.285,0.0,Low
12251,10.18,5.91,0.0,2.17,1.27,4.08,1.82,1.0,0.676,0.809,1.0,High
12252,7.85,8.07,0.12,0.19,2.94,8.35,0.22,0.091,0.689,0.062,0.185,Low
12253,4.71,8.34,6.44,1.13,5.2,9.94,0.03,0.261,0.327,0.0,0.574,Moderate
12254,5.98,7.06,0.38,0.36,4.41,9.82,0.73,0.079,0.358,0.179,0.0,Low
12255,7.21,9.57,0.92,0.54,3.76,10.0,0.76,0.463,0.382,0.547,0.629,Moderate
12256,7.59,8.5,0.6,0.12,3.16,10.0,0.16,0.375,0.583,0.014,0.11,Moderate
12257,3.53,8.47,1.23,0.91,4.75,8.27,0.73,0.0,0.286,0.0,0.0,Low
12258,10.36,7.22,5.18,0.28,6.31,9.33,0.23,1.0,0.314,0.79,1.0,High
12259,9.29,6.66,0.0,1.75,3.0,8.74,0.33,0.959,0.747,0.765,0.928,High
12260,4.08,8.22,3.94,1.8,4.8,9.37,0.02,0.317,0.347,0.348,0.471,Moderate
12261,6.65,6.9,2.45,0.75,2.66,9.99,0.26,0.0,0.352,0.258,0.002,Moderate
12262,4.44,8.36,2.95,1.29,4.09,10.0,2.25,0.344,0.267,0.295,0.0,Low
12263,4.15,8.79,2.78,0.09,2.76,7.81,0.03,0.233,0.277,0.225,0.372,Moderate
12264,6.67,7.8,0.34,1.77,4.56,8.42,0.6,0.76,0.638,0.201,0.307,Moderate
12265,4.72,8.86,0.44,0.25,3.15,10.0,2.23,0.0,0.425,0.325,0.137,Low
12266,8.15,7.05,0.0,0.84,5.32,10.0,0.03,0.761,0.891,0.493,0.625,High
12267,6.5,6.35,0.95,0.18,4.47,6.38,0.61,1.0,0.653,0.437,0.744,High
12268,7.43,7.72,0.17,0.53,4.24,8.86,0.1,0.0,0.667,0.313,0.36,Moderate
12269,9.17,5.98,2.81,0.04,1.69,7.06,0.22,1.0,0.668,0.685,1.0,High
12270,8.01,5.45,1.58,0.4,5.89,2.55,1.87,0.667,0.46,0.75,1.0,High
12271,3.14,8.57,0.36,2.01,5.05,10.0,0.12,0.586,0.789,0.475,0.16,Moderate
12272,7.32,6.8,0.0,2.53,4.54,10.0,1.07,0.55,0.339,0.91,0.616,Moderate
12273,8.92,5.92,1.89,0.07,5.39,4.35,1.45,1.0,0.676,0.972,1.0,High
12274,8.68,5.54,1.15,0.29,3.49,3.87,1.4,1.0,0.57,0.667,1.0,High
12275,8.66,7.13,0.0,2.21,6.51,9.97,0.07,0.403,0.503,0.093,0.506,Moderate
12276,6.95,6.79,1.91,0.22,3.75,9.95,0.54,0.239,0.314,0.458,0.246,Moderate
12277,4.77,7.28,0.22,0.22,4.54,9.45,3.67,0.184,0.568,0.633,0.067,Moderate
12278,5.36,8.4,6.19,0.06,4.94,10.0,0.06,0.117,0.24,0.293,0.145,Moderate
12279,5.66,7.69,4.32,0.3,2.83,10.0,0.25,0.199,0.003,0.374,0.168,Moderate
12280,5.34,8.37,3.3,1.71,4.45,9.78,0.28,0.445,0.303,0.388,0.504,Moderate
12281,7.27,7.17,0.11,0.01,3.13,10.0,2.96,0.128,0.346,0.331,0.477,Low
12282,8.63,7.21,0.15,0.19,3.26,10.0,0.16,0.882,0.718,0.549,1.0,High
12283,3.42,7.21,0.68,0.25,5.12,10.0,0.19,0.606,0.665,0.464,0.834,High
12284,8.92,8.2,0.74,0.32,4.12,10.0,0.3,0.756,0.72,0.395,1.0,High
12285,4.61,6.53,0.2,0.78,6.63,8.49,0.86,0.111,0.456,0.275,0.668,Moderate
12286,9.23,7.49,1.82,0.27,1.85,8.15,0.15,0.794,0.858,0.617,1.0,High
12287,7.52,7.12,0.73,0.41,3.0,8.14,0.74,0.326,0.819,0.307,0.326,Moderate
12288,4.5,10.47,6.98,0.74,5.61,10.0,0.62,0.195,0.066,0.093,0.0,Low
12289,5.37,8.04,0.04,0.41,4.45,9.27,1.35,0.529,0.922,0.391,0.252,Moderate
12290,10.39,6.91,0.0,0.33,3.83,10.0,0.07,0.865,0.766,0.868,0.94,High
12291,4.38,6.27,1.27,1.74,3.55,4.48,0.37,0.143,0.497,0.553,0.291,Moderate
12292,6.36,8.89,3.82,1.21,0.93,10.0,0.04,0.109,0.21,0.0,0.193,Moderate
12293,10.12,6.8,0.04,0.24,3.97,8.13,0.66,1.0,0.708,1.0,1.0,High
12294,5.98,6.0,0.58,0.05,0.5,6.52,0.21,0.329,0.69,0.532,0.355,Moderate
12295,4.06,7.79,3.58,3.03,4.52,8.85,2.88,0.24,0.214,0.0,0.26,Moderate
12296,3.69,8.28,1.36,2.04,6.86,10.0,0.29,0.701,0.574,0.489,0.933,High
12297,3.99,9.58,0.69,0.9,3.26,9.23,0.08,0.238,0.487,0.38,0.537,Moderate
12298,5.93,7.54,5.52,0.02,4.6,9.76,4.0,0.085,0.0,0.192,0.28,Moderate
12299,8.25,5.71,1.21,1.12,3.3,5.1,0.59,0.976,0.646,0.723,1.0,High
12300,9.82,5.99,0.0,0.97,2.9,5.06,0.19,0.988,0.765,1.0,1.0,High
12301,5.85,8.38,1.32,0.1,3.96,10.0,0.17,0.221,0.221,0.686,0.413,Moderate
12302,7.29,7.22,0.0,1.36,4.72,9.33,0.77,0.623,0.613,0.803,0.544,Moderate
12303,5.44,8.64,0.24,0.1,2.41,9.47,0.05,0.257,0.483,0.493,0.61,Moderate
12304,3.5,6.22,0.37,1.59,2.7,4.16,1.26,0.533,0.783,1.0,0.799,High
12305,4.68,10.08,0.14,0.22,3.14,8.89,1.09,0.0,0.849,0.087,0.0,Low
12306,5.65,7.88,2.46,0.08,4.14,10.0,2.41,0.0,0.142,0.437,0.036,Low
12307,9.37,6.93,0.0,2.03,1.76,8.67,2.16,0.111,0.49,0.0,0.385,Moderate
12308,3.78,9.43,4.5,0.56,7.36,9.56,1.21,0.208,0.324,0.039,0.044,Low
12309,3.97,9.77,1.81,2.73,0.95,10.0,0.89,0.137,0.545,0.188,0.0,Low
12310,4.0,9.64,2.37,1.93,2.32,10.0,2.0,0.046,0.137,0.133,0.0,Low
12311,4.2,7.63,1.82,0.47,4.15,9.34,0.29,0.144,0.551,0.439,0.04,Low
12312,4.96,6.49,0.73,0.65,3.3,6.59,0.16,0.606,0.828,0.568,0.645,Moderate
12313,8.82,7.31,5.07,2.71,4.09,9.33,1.04,0.74,0.46,0.425,1.0,High
12314,3.87,9.74,2.74,0.57,3.08,9.32,1.59,0.0,0.373,0.116,0.023,Low
12315,2.04,9.69,1.86,0.46,3.67,10.0,0.13,0.416,0.589,0.178,0.365,Moderate
12316,1.94,7.14,3.31,1.99,7.15,10.0,0.68,0.251,0.205,0.543,0.284,Moderate
12317,5.73,9.96,3.58,1.49,5.33,8.72,0.7,0.497,0.003,0.256,0.529,Moderate
12318,3.68,8.1,2.0,0.14,4.93,10.0,0.14,0.302,0.569,0.538,0.512,Moderate
12319,4.9,9.05,1.72,1.38,4.24,9.96,0.02,0.44,0.202,0.59,0.152,Moderate
12320,3.44,6.8,4.51,0.01,8.29,9.87,0.29,0.479,0.533,0.419,0.857,High
12321,4.28,9.81,1.73,0.27,1.76,10.0,2.71,0.072,0.566,0.481,0.293,Moderate
12322,4.01,9.51,3.68,0.22,5.83,9.34,2.41,0.202,0.0,0.707,0.337,Moderate
12323,8.13,6.64,3.39,0.24,4.88,8.59,2.18,0.331,0.309,0.585,0.615,Moderate
12324,6.35,8.98,0.76,0.22,2.89,10.0,2.12,0.369,0.495,0.0,0.039,Low
12325,6.46,7.84,5.48,0.01,3.32,7.87,0.14,0.169,0.196,0.547,0.231,Moderate
12326,10.52,7.07,0.98,0.39,1.81,8.83,0.7,0.911,0.632,0.559,0.898,High
12327,7.57,7.15,0.0,1.18,2.1,9.62,0.31,0.768,0.795,0.172,0.496,High
12328,9.32,5.95,0.5,0.69,3.0,4.91,1.54,0.873,0.738,1.0,0.911,High
12329,8.88,8.62,2.23,2.5,0.5,10.0,0.89,0.752,0.218,0.235,0.627,Moderate
12330,3.98,9.0,2.15,1.49,3.45,10.0,0.2,0.245,0.474,0.148,0.112,Moderate
12331,6.93,6.11,1.07,2.94,4.38,3.65,0.1,0.744,0.716,0.669,0.85,High
12332,2.61,9.16,2.24,0.46,3.24,10.0,0.26,0.306,0.377,0.494,0.275,Moderate
12333,5.5,8.7,3.36,2.26,5.6,8.3,0.16,0.394,0.438,0.0,0.197,Moderate
12334,7.3,8.48,1.1,3.34,5.07,9.34,0.82,0.0,0.464,0.551,0.284,Moderate
12335,7.81,9.33,2.67,1.0,2.7,10.0,0.16,0.637,0.295,0.494,0.792,Moderate
12336,6.23,8.36,0.17,0.17,5.97,10.0,2.12,0.482,0.481,0.573,0.24,Moderate
12337,7.44,6.59,0.61,2.91,2.27,10.0,0.52,0.421,0.434,0.263,0.534,Moderate
12338,3.95,8.32,3.87,0.89,3.83,10.0,0.63,0.371,0.329,0.319,0.0,Low
12339,6.29,9.03,0.44,0.48,0.5,10.0,0.93,0.074,0.687,0.099,0.325,Moderate
12340,6.59,6.92,2.84,0.38,3.75,10.0,0.39,0.383,0.433,0.533,0.616,Moderate
12341,2.36,9.3,2.59,3.11,2.5,9.91,0.43,0.0,0.335,0.0,0.0,Low
12342,5.06,7.67,2.14,0.83,2.86,9.76,2.82,0.282,0.545,0.425,0.189,Moderate
12343,9.13,6.42,2.24,1.87,2.95,3.91,0.67,0.864,0.775,0.887,0.902,High
12344,4.49,8.13,0.98,0.8,4.27,9.28,1.68,0.0,0.298,0.0,0.0,Low
12345,6.65,7.82,0.04,0.45,3.01,10.0,0.19,0.138,0.313,0.263,0.291,Moderate
12346,3.68,8.5,1.73,0.58,2.17,8.98,0.13,0.911,0.732,0.082,0.756,High
12347,7.22,5.79,0.1,1.41,6.61,5.57,1.76,1.0,0.545,0.856,1.0,High
12348,6.82,8.76,0.0,2.46,2.49,10.0,0.06,0.236,0.623,0.177,0.22,Moderate
12349,4.87,9.33,1.1,0.06,2.98,10.0,0.36,0.187,0.899,0.32,0.546,Moderate
12350,7.39,7.55,0.55,0.47,4.02,9.31,0.23,0.751,0.447,0.467,0.318,Moderate
12351,5.81,9.15,0.44,0.23,0.55,10.0,0.97,0.0,0.521,0.116,0.0,Low
12352,3.98,9.27,3.64,0.76,5.56,9.94,0.09,0.49,0.361,0.518,0.496,Moderate
12353,4.25,9.23,4.14,0.24,1.76,10.0,1.15,0.082,0.181,0.394,0.1,Low
12354,4.88,8.54,0.79,0.55,2.56,8.12,1.46,0.107,0.714,0.13,0.203,Moderate
12355,7.92,7.91,0.84,0.82,4.68,9.37,1.67,0.455,0.409,0.254,0.224,Moderate
12356,6.1,6.76,1.26,0.08,3.86,9.67,0.48,0.643,0.424,0.789,0.577,Moderate
12357,5.61,7.64,0.45,0.09,5.41,8.75,0.08,0.666,0.161,0.746,0.329,Moderate
12358,8.02,5.66,0.0,2.42,4.4,3.99,1.19,0.82,0.564,1.0,1.0,High
12359,3.05,7.67,7.9,0.27,4.88,8.96,2.04,0.0,0.21,0.129,0.0,Low
12360,6.9,8.76,1.0,2.07,0.5,10.0,1.37,0.171,0.212,0.207,0.198,Low
12361,7.49,7.73,0.02,0.75,1.15,9.75,0.09,0.26,0.835,0.554,0.713,Moderate
12362,5.69,7.44,0.77,0.32,6.08,10.0,0.33,0.25,0.58,0.387,0.148,Moderate
12363,8.47,6.0,2.3,1.09,4.3,4.68,0.22,0.742,0.584,1.0,1.0,High
12364,5.58,6.59,0.19,0.08,4.63,9.66,0.46,0.217,0.631,0.338,0.464,Moderate
12365,4.26,7.22,1.03,1.39,4.54,10.0,0.25,0.246,0.516,0.258,0.423,Moderate
12366,4.71,7.66,1.65,4.41,3.4,10.0,0.42,0.22,0.124,0.222,0.2,Low
12367,5.63,5.11,5.43,0.12,6.89,6.05,0.13,1.0,0.456,1.0,1.0,High
12368,8.1,7.99,1.52,0.07,3.76,9.6,0.6,0.668,0.695,0.745,0.666,High
12369,4.91,8.52,1.33,0.47,4.75,9.8,0.24,0.52,0.451,0.195,0.134,Moderate
12370,9.54,7.0,0.0,0.1,3.59,9.8,2.33,0.57,0.17,0.353,0.499,Moderate
12371,7.88,7.8,0.21,1.66,2.69,10.0,0.06,0.11,0.633,0.157,0.126,Low
12372,11.64,5.82,0.24,0.09,2.9,2.69,3.41,1.0,0.548,1.0,1.0,High
12373,8.71,7.09,2.49,0.11,2.28,10.0,1.23,0.381,0.287,0.184,0.108,Moderate
12374,7.49,7.26,0.42,0.82,3.84,8.06,1.94,0.671,0.338,0.42,0.495,Moderate
12375,8.25,8.49,2.01,0.01,3.41,9.67,1.3,0.438,0.144,0.247,0.322,Moderate
12376,9.35,5.75,0.33,0.12,3.36,6.98,0.21,0.92,0.928,1.0,1.0,High
12377,10.01,7.25,1.0,1.95,5.83,9.2,1.18,0.766,0.787,0.809,0.953,High
12378,2.88,7.84,0.59,2.16,7.14,9.83,0.51,0.643,0.469,0.607,0.897,High
12379,6.79,6.38,0.28,0.84,1.83,4.47,0.64,0.459,0.81,0.413,0.68,Moderate
12380,10.42,4.8,0.02,0.24,3.21,5.6,0.06,1.0,0.875,1.0,1.0,High
12381,6.79,5.62,1.11,1.6,1.66,7.32,0.42,1.0,0.542,0.322,0.918,High
12382,3.52,8.94,3.72,1.37,0.73,9.76,0.22,0.0,0.293,0.078,0.0,Low
12383,3.18,7.78,3.87,1.66,6.39,8.78,0.36,0.156,0.41,0.199,0.217,Moderate
12384,10.32,6.64,1.51,0.04,3.82,10.0,0.03,0.482,0.733,0.341,0.674,High
12385,3.47,10.34,1.2,0.26,5.66,10.0,0.95,0.358,0.495,0.405,0.14,Moderate
12386,4.23,7.98,1.48,0.03,2.82,10.0,0.07,0.569,0.745,0.625,0.622,Moderate
12387,6.69,7.95,3.87,0.63,4.17,10.0,0.97,0.444,0.659,0.646,0.563,High
12388,3.75,9.64,0.82,0.45,2.5,7.5,0.68,0.088,0.248,0.331,0.18,Low
12389,4.84,8.52,4.25,2.64,2.48,9.35,1.79,0.091,0.3,0.197,0.0,Low
12390,6.97,7.61,0.84,0.92,3.96,9.55,0.42,0.47,0.685,0.43,0.414,Moderate
12391,4.94,6.51,0.26,0.49,5.44,9.69,1.78,0.936,0.708,0.463,1.0,High
12392,6.27,7.85,1.33,0.35,4.55,8.75,0.34,0.172,0.624,0.475,0.313,Moderate
12393,5.41,8.64,4.08,1.18,4.09,10.0,0.47,0.119,0.405,0.083,0.273,Low
12394,10.93,7.91,6.04,0.19,0.5,8.2,0.09,1.0,0.369,0.315,1.0,High
12395,10.83,5.77,0.0,0.1,0.69,4.55,0.6,1.0,0.702,1.0,1.0,High
12396,5.45,9.24,1.55,0.14,4.33,9.55,1.79,0.124,0.213,0.333,0.0,Low
12397,11.01,5.45,2.18,0.02,2.71,3.98,0.42,1.0,0.732,0.999,1.0,High
12398,4.08,9.43,2.9,0.28,2.59,10.0,1.18,0.276,0.64,0.191,0.135,Low
12399,8.62,6.08,8.0,1.32,1.7,5.01,2.03,0.19,0.029,0.418,0.133,Moderate
12400,3.56,8.8,0.33,0.75,4.08,7.4,0.04,0.712,0.757,0.382,0.609,Moderate
12401,6.13,7.12,0.8,0.11,4.07,10.0,1.37,0.056,0.735,0.193,0.147,Low
12402,2.07,9.21,4.43,1.56,3.13,9.81,1.85,0.226,0.264,0.34,0.003,Low
12403,4.13,8.48,0.46,0.61,3.68,7.94,0.59,0.112,0.672,0.472,0.522,Moderate
12404,6.09,7.89,4.24,0.01,4.37,9.93,0.5,0.671,0.13,0.661,0.613,Moderate
12405,4.35,7.61,1.07,0.97,1.01,10.0,2.5,0.0,0.383,0.0,0.0,Low
12406,1.89,9.22,0.64,0.12,4.57,9.4,0.01,0.434,0.444,0.459,0.812,Moderate
12407,3.42,9.07,1.44,2.43,4.22,7.8,0.08,0.363,0.502,0.442,0.445,Moderate
12408,8.48,6.63,1.79,0.15,3.57,8.79,0.06,1.0,0.675,0.843,1.0,High
12409,6.94,6.63,0.27,0.45,6.15,10.0,0.89,0.463,0.596,0.306,0.768,Moderate
12410,5.76,7.16,3.71,1.04,2.96,9.96,0.07,0.483,0.395,0.475,0.678,High
12411,5.92,8.85,0.49,0.62,4.26,10.0,0.13,0.0,0.429,0.101,0.0,Low
12412,2.73,8.98,1.54,0.03,5.76,9.72,3.0,0.374,0.286,0.253,0.216,Moderate
12413,4.58,9.72,0.79,0.73,4.9,10.0,1.16,0.37,0.312,0.626,0.303,Moderate
12414,6.91,7.26,1.51,0.27,5.34,10.0,0.04,0.025,0.577,0.0,0.098,Moderate
12415,5.92,7.7,3.01,0.17,2.55,10.0,2.02,0.126,0.467,0.129,0.0,Low
12416,3.81,9.13,5.98,0.52,3.94,10.0,0.18,0.203,0.225,0.417,0.394,Moderate
12417,5.75,8.47,2.78,1.57,4.53,8.97,1.26,0.0,0.479,0.162,0.0,Low
12418,11.25,7.33,2.84,1.49,1.71,9.25,0.11,1.0,0.754,0.674,1.0,High
12419,3.29,6.61,6.68,1.26,5.33,8.48,0.15,0.206,0.0,0.36,0.596,Moderate
12420,8.25,7.51,0.59,1.84,2.23,10.0,0.22,0.559,0.503,0.233,0.674,Moderate
12421,10.94,5.03,0.11,0.32,2.11,4.03,0.67,1.0,0.587,1.0,1.0,High
12422,6.59,7.49,0.22,0.13,0.5,8.94,0.8,0.559,0.488,0.36,0.434,Moderate
12423,3.13,7.72,2.62,1.03,3.55,9.93,2.36,0.27,0.247,0.008,0.065,Low
12424,8.56,7.14,1.64,0.86,3.48,10.0,0.65,0.697,0.483,0.42,0.816,High
12425,9.12,5.66,4.9,0.68,4.9,4.86,1.28,0.926,0.347,0.809,1.0,High
12426,8.38,5.09,0.0,0.66,5.6,2.8,0.24,1.0,1.0,0.872,1.0,High
12427,3.0,7.71,2.73,1.41,3.82,10.0,0.85,0.301,0.14,0.25,0.369,Moderate
12428,6.44,8.81,4.83,0.17,4.61,9.26,0.28,0.224,0.12,0.232,0.205,Moderate
12429,3.54,9.35,8.0,0.14,6.29,10.0,2.73,0.261,0.146,0.084,0.078,Moderate
12430,4.2,9.72,4.92,0.65,3.04,7.4,1.76,0.288,0.234,0.509,0.126,Moderate
12431,9.89,4.5,2.53,0.17,4.08,3.26,0.62,1.0,0.533,1.0,1.0,High
12432,5.05,9.94,1.06,0.66,2.7,10.0,2.7,0.521,0.496,0.018,0.232,Moderate
12433,10.05,8.79,3.3,1.31,2.9,8.38,0.05,0.657,0.595,0.659,0.73,High
12434,8.75,5.81,0.29,0.37,4.28,3.92,0.73,0.992,0.595,1.0,1.0,High
12435,4.25,8.81,2.41,1.09,4.66,9.74,0.6,0.027,0.095,0.131,0.041,Low
12436,5.2,7.48,0.08,3.17,1.9,9.1,0.49,0.128,0.598,0.204,0.195,Moderate
12437,11.28,6.75,0.0,0.47,3.82,10.0,2.07,1.0,0.973,0.445,1.0,High
12438,8.51,8.59,2.0,2.94,2.76,10.0,0.05,0.735,0.647,0.826,0.849,High
12439,5.53,7.01,0.37,1.14,5.51,10.0,0.2,0.725,0.754,0.88,0.601,Moderate
